[27-Feb-2022 16:47:47 Europe/Berlin] PHP Notice:  Undefined index: id in /home/alexandreanin/Rendu/my_shop/C-RDG-114-PAR-1-2-myshop-vladimira.grosjean/my_first_shop/result.php on line 102
[27-Feb-2022 16:47:47 Europe/Berlin] PHP Notice:  Undefined index: id in /home/alexandreanin/Rendu/my_shop/C-RDG-114-PAR-1-2-myshop-vladimira.grosjean/my_first_shop/result.php on line 102
[27-Feb-2022 16:47:47 Europe/Berlin] PHP Notice:  Undefined index: id in /home/alexandreanin/Rendu/my_shop/C-RDG-114-PAR-1-2-myshop-vladimira.grosjean/my_first_shop/result.php on line 102
[27-Feb-2022 16:47:47 Europe/Berlin] PHP Notice:  Undefined index: id in /home/alexandreanin/Rendu/my_shop/C-RDG-114-PAR-1-2-myshop-vladimira.grosjean/my_first_shop/result.php on line 102
[27-Feb-2022 16:47:47 Europe/Berlin] PHP Notice:  Undefined index: id in /home/alexandreanin/Rendu/my_shop/C-RDG-114-PAR-1-2-myshop-vladimira.grosjean/my_first_shop/result.php on line 102
[27-Feb-2022 16:47:47 Europe/Berlin] PHP Notice:  Undefined index: id in /home/alexandreanin/Rendu/my_shop/C-RDG-114-PAR-1-2-myshop-vladimira.grosjean/my_first_shop/result.php on line 102
[27-Feb-2022 16:47:47 Europe/Berlin] PHP Notice:  Undefined index: id in /home/alexandreanin/Rendu/my_shop/C-RDG-114-PAR-1-2-myshop-vladimira.grosjean/my_first_shop/result.php on line 102
[27-Feb-2022 16:47:47 Europe/Berlin] PHP Notice:  Undefined index: id in /home/alexandreanin/Rendu/my_shop/C-RDG-114-PAR-1-2-myshop-vladimira.grosjean/my_first_shop/result.php on line 102
[27-Feb-2022 16:47:47 Europe/Berlin] PHP Notice:  Undefined index: id in /home/alexandreanin/Rendu/my_shop/C-RDG-114-PAR-1-2-myshop-vladimira.grosjean/my_first_shop/result.php on line 102
[27-Feb-2022 16:47:47 Europe/Berlin] PHP Notice:  Undefined index: id in /home/alexandreanin/Rendu/my_shop/C-RDG-114-PAR-1-2-myshop-vladimira.grosjean/my_first_shop/result.php on line 102
[27-Feb-2022 16:47:49 Europe/Berlin] PHP Notice:  session_start(): A session had already been started - ignoring in /home/alexandreanin/Rendu/my_shop/C-RDG-114-PAR-1-2-myshop-vladimira.grosjean/my_first_shop/includes/header.php on line 2
[27-Feb-2022 16:47:49 Europe/Berlin] PHP Notice:  Trying to access array offset on value of type bool in /home/alexandreanin/Rendu/my_shop/C-RDG-114-PAR-1-2-myshop-vladimira.grosjean/my_first_shop/shop_product.php on line 36
[27-Feb-2022 16:47:49 Europe/Berlin] PHP Notice:  Trying to access array offset on value of type bool in /home/alexandreanin/Rendu/my_shop/C-RDG-114-PAR-1-2-myshop-vladimira.grosjean/my_first_shop/shop_product.php on line 40
[27-Feb-2022 16:47:49 Europe/Berlin] PHP Notice:  Trying to access array offset on value of type bool in /home/alexandreanin/Rendu/my_shop/C-RDG-114-PAR-1-2-myshop-vladimira.grosjean/my_first_shop/shop_product.php on line 41
[27-Feb-2022 16:47:49 Europe/Berlin] PHP Notice:  Trying to access array offset on value of type bool in /home/alexandreanin/Rendu/my_shop/C-RDG-114-PAR-1-2-myshop-vladimira.grosjean/my_first_shop/shop_product.php on line 42
[27-Feb-2022 16:47:49 Europe/Berlin] PHP Notice:  Trying to access array offset on value of type bool in /home/alexandreanin/Rendu/my_shop/C-RDG-114-PAR-1-2-myshop-vladimira.grosjean/my_first_shop/shop_product.php on line 43
[27-Feb-2022 16:47:49 Europe/Berlin] PHP Notice:  Trying to access array offset on value of type bool in /home/alexandreanin/Rendu/my_shop/C-RDG-114-PAR-1-2-myshop-vladimira.grosjean/my_first_shop/shop_product.php on line 47
[27-Feb-2022 16:49:07 Europe/Berlin] PHP Notice:  session_start(): A session had already been started - ignoring in /home/alexandreanin/Rendu/my_shop/C-RDG-114-PAR-1-2-myshop-vladimira.grosjean/my_first_shop/includes/header.php on line 2
[27-Feb-2022 16:49:15 Europe/Berlin] PHP Notice:  Undefined index: id in /home/alexandreanin/Rendu/my_shop/C-RDG-114-PAR-1-2-myshop-vladimira.grosjean/my_first_shop/result.php on line 96
[27-Feb-2022 16:49:15 Europe/Berlin] PHP Notice:  Undefined index: id in /home/alexandreanin/Rendu/my_shop/C-RDG-114-PAR-1-2-myshop-vladimira.grosjean/my_first_shop/result.php on line 96
[27-Feb-2022 16:49:15 Europe/Berlin] PHP Notice:  Undefined index: id in /home/alexandreanin/Rendu/my_shop/C-RDG-114-PAR-1-2-myshop-vladimira.grosjean/my_first_shop/result.php on line 96
[27-Feb-2022 16:49:15 Europe/Berlin] PHP Notice:  Undefined index: id in /home/alexandreanin/Rendu/my_shop/C-RDG-114-PAR-1-2-myshop-vladimira.grosjean/my_first_shop/result.php on line 96
[27-Feb-2022 16:49:15 Europe/Berlin] PHP Notice:  Undefined index: id in /home/alexandreanin/Rendu/my_shop/C-RDG-114-PAR-1-2-myshop-vladimira.grosjean/my_first_shop/result.php on line 96
[27-Feb-2022 16:49:16 Europe/Berlin] PHP Notice:  session_start(): A session had already been started - ignoring in /home/alexandreanin/Rendu/my_shop/C-RDG-114-PAR-1-2-myshop-vladimira.grosjean/my_first_shop/includes/header.php on line 2
[27-Feb-2022 16:49:16 Europe/Berlin] PHP Notice:  Trying to access array offset on value of type bool in /home/alexandreanin/Rendu/my_shop/C-RDG-114-PAR-1-2-myshop-vladimira.grosjean/my_first_shop/shop_product.php on line 36
[27-Feb-2022 16:49:16 Europe/Berlin] PHP Notice:  Trying to access array offset on value of type bool in /home/alexandreanin/Rendu/my_shop/C-RDG-114-PAR-1-2-myshop-vladimira.grosjean/my_first_shop/shop_product.php on line 40
[27-Feb-2022 16:49:16 Europe/Berlin] PHP Notice:  Trying to access array offset on value of type bool in /home/alexandreanin/Rendu/my_shop/C-RDG-114-PAR-1-2-myshop-vladimira.grosjean/my_first_shop/shop_product.php on line 41
[27-Feb-2022 16:49:16 Europe/Berlin] PHP Notice:  Trying to access array offset on value of type bool in /home/alexandreanin/Rendu/my_shop/C-RDG-114-PAR-1-2-myshop-vladimira.grosjean/my_first_shop/shop_product.php on line 42
[27-Feb-2022 16:49:16 Europe/Berlin] PHP Notice:  Trying to access array offset on value of type bool in /home/alexandreanin/Rendu/my_shop/C-RDG-114-PAR-1-2-myshop-vladimira.grosjean/my_first_shop/shop_product.php on line 43
[27-Feb-2022 16:49:16 Europe/Berlin] PHP Notice:  Trying to access array offset on value of type bool in /home/alexandreanin/Rendu/my_shop/C-RDG-114-PAR-1-2-myshop-vladimira.grosjean/my_first_shop/shop_product.php on line 47
[27-Feb-2022 16:53:22 Europe/Berlin] PHP Notice:  session_start(): A session had already been started - ignoring in /home/alexandreanin/Rendu/my_shop/C-RDG-114-PAR-1-2-myshop-vladimira.grosjean/my_first_shop/includes/header.php on line 2
[27-Feb-2022 17:06:50 Europe/Berlin] PHP Notice:  session_start(): A session had already been started - ignoring in /home/alexandreanin/Rendu/my_shop/C-RDG-114-PAR-1-2-myshop-vladimira.grosjean/my_first_shop/includes/header.php on line 2
[27-Feb-2022 17:06:59 Europe/Berlin] PHP Notice:  session_start(): A session had already been started - ignoring in /home/alexandreanin/Rendu/my_shop/C-RDG-114-PAR-1-2-myshop-vladimira.grosjean/my_first_shop/includes/header.php on line 2
